label,youtube_id,time_start,time_end,split,is_cc
celebrating,N5n9D3HoFHg,35,45,train,1
celebrating,O5Eo4kvm6h0,45,55,train,1
celebrating,OFFXmTWWxWw,30,40,train,1
celebrating,OqBUSjMdqAQ,219,229,train,0
celebrating,O_lc1C7gUQk,51,61,train,0
celebrating,p75xhHLXg4k,4,14,train,0
celebrating,PqqQyc6FsuI,76,86,train,0
celebrating,q2wKlZzwv5c,1,11,train,1
celebrating,Q3_spfSsdwA,104,114,train,1
celebrating,Q5GejmO2eM4,0,10,train,1
celebrating,qbbCPxH2SXU,811,821,train,1
celebrating,R48yibKqGCE,32,42,train,0
celebrating,rpjHhu2l5Ac,10,20,train,1
celebrating,SCHE54c7wr0,931,941,train,1
celebrating,v4CHIzVIi7Q,4,14,train,1
celebrating,X6mrzEW0g0w,51,61,train,1
celebrating,Xf8DZOCE0og,338,348,train,0
celebrating,Xu-SxAT5CQ4,180,190,train,0
celebrating,yii3GOHzOpU,141,151,train,0
celebrating,yTF2jyYXpjY,96,106,train,0
celebrating,ZGzRh-eG09Y,54,64,train,1
celebrating,_xMbSstDLr8,279,289,train,0
"changing oil",0iBRNmzgpVE,19,29,train,0
"changing oil",2ZVuiJ3SVQ0,339,349,train,0
"changing oil",7KXGpSM67fA,13,23,train,0
"changing oil",7VcQfueMWiI,48,58,train,0
"changing oil",A19eh_rkM0g,31,41,train,0
"changing oil",aNvG4c7zGsI,86,96,train,0
"changing oil",bQ3LssI5Knk,58,68,train,0
"changing oil",FDqVvytr3Eg,46,56,train,0
"changing oil",frqjQ1IsBQw,3,13,train,0
"changing oil",h3i6702cWUA,15,25,train,0
"changing oil",HLHzuG6x-UY,310,320,train,0
"changing oil",Iexuw5u1fa8,51,61,train,0
"changing oil",k4UeV6w8y2E,46,56,train,0
"changing oil",KH-gHJMtNh4,151,161,train,0
"changing oil",kLmgtuqPgt0,63,73,train,0
"changing oil",LJx4Tzd4ctc,38,48,train,0
"changing oil",lQyzQ0QsSpA,26,36,train,0
"changing oil",NgFUpxF6XvI,6,16,train,0
"changing oil",P0D2Wnnk6-Q,144,154,train,0
"changing oil",QeeKePIS0qA,81,91,train,0
"changing oil",S9b7aTw2LB4,163,173,train,0
"changing oil",Tm1j33lUwK0,348,358,train,0
"changing oil",Ujsmlw7QsoY,142,152,train,0
"changing oil",vS7KJI2J3MM,11,21,train,0
"changing oil",VvB2BqjA7OE,25,35,train,0
"changing oil",wYLwBf-14Rc,268,278,train,0
"changing wheel",5z0TwfIxcTc,131,141,train,0
"changing wheel",6c6HvsDIkL0,35,45,train,0
"changing wheel",7oB2FST66IQ,34,44,train,0
"changing wheel",aebg_FW7UfE,141,151,train,0
"changing wheel",AU5P7xKMC9E,4,14,train,0
"changing wheel",bRzPTyq5M2A,25,35,train,0
"changing wheel",jrNctliP-BA,4,14,train,0
"changing wheel",LQv4mWvpQh0,108,118,train,0
"changing wheel",nVUcJCBLJwQ,11,21,train,0
"changing wheel",nzboXDfm7_g,232,242,train,0
"changing wheel",Qr5ypP0XbhE,59,69,train,0
"changing wheel",sUEHYpPPfso,67,77,train,0
"checking tires",2aKXQFUE_sc,76,86,train,0
"checking tires",aAnJl8KaVdM,198,208,train,0
"checking tires",hkGhcIWfGJE,0,10,train,0
"checking tires",M3J2olwdO_c,599,609,train,0
"checking tires",nITSS60a0EA,26,36,train,0
"checking tires",tkdKJR9VF9U,10,20,train,0
"checking tires",TPwJanXqhvk,19,29,train,0
"checking tires",ZKgQc1YScrs,64,74,train,0
"checking tires",ZWxFgqrBaHI,33,43,train,0
"checking tires",_E5xbrUvDwI,163,173,train,0
cheerleading,-MP3lJPKpcI,85,95,train,0
cheerleading,3odYEiHhdHc,39,49,train,0
cheerleading,53IJe2e6EoE,271,281,train,0
cheerleading,5rEOx5wTCRI,349,359,train,0
cheerleading,6KG70d6qbVE,81,91,train,0
cheerleading,cAyN1Gj8rB4,3,13,train,0
cheerleading,CA_bjxotKP0,67,77,train,0
cheerleading,dY2eM3f7XVw,32,42,train,0
cheerleading,GjrOq7meThA,0,10,train,1
cheerleading,ITxZ_LSYsAg,95,105,train,0
cheerleading,jPxVDg9NWPY,39,49,train,0
cheerleading,KKFW6TWRJeQ,0,10,train,0
cheerleading,KNqwy-yot8A,69,79,train,0
cheerleading,myd_cq0oeuo,74,84,train,0
cheerleading,q0TbW8FoXbA,60,70,train,1
cheerleading,QgkNbaMlgBY,297,307,train,0
cheerleading,raFj1icGqOs,156,166,train,0
cheerleading,V4SzUc9tnPs,198,208,train,0
cheerleading,VrxQEmwEMHo,133,143,train,0
cheerleading,vWNxy7zxhxw,22,32,train,0
cheerleading,XCPr6AeOUHE,125,135,train,1
cheerleading,xVYpnPnEC7s,191,201,train,0
cheerleading,Z-NGsJ5hBGQ,66,76,train,0
"chopping wood",3JzE8uEvXds,6,16,train,0
"chopping wood",3V6Br4G2uSE,58,68,train,0
"chopping wood",8osHvLK6ixM,20,30,train,0
"chopping wood",ACe7WHxD7Gs,5,15,train,0
"chopping wood",aGxnb_fvY4g,38,48,train,0
"chopping wood",cb8ci_bszhM,2,12,train,0
"chopping wood",fQNvwOVD77I,98,108,train,0
"chopping wood",fVpEXfG4Vqs,5,15,train,0
"chopping wood",Ie2D1IqgNr8,5,15,train,0
"chopping wood",lepmi_ZZJxE,71,81,train,0
"chopping wood",mxdF-rvljjU,14,24,train,0
"chopping wood",n7QKV78HdcI,16,26,train,0
"chopping wood",nfsuDcvd73Q,105,115,train,0
"chopping wood",ns-3-EadvVY,3,13,train,0
"chopping wood",nWiP5bOmp5s,1,11,train,0
"chopping wood",QmWD22kSTDA,40,50,train,0
"chopping wood",RFviSvbF1Ps,45,55,train,0
"chopping wood",rWJ72pMggwM,0,10,train,0
"chopping wood",SWG4EJ0GWVI,33,43,train,0
"chopping wood",tB9NG6j5MoE,20,30,train,0
"chopping wood",UaJ_jqMKeLY,7,17,train,0
"chopping wood",utJo78mV_fI,3,13,train,0
"chopping wood",yZxT3IBL4Pk,22,32,train,0
clapping,5RexexDYIL4,7,17,train,0
clapping,6WQe_W3efwU,124,134,train,0
clapping,B9Zlfoa1t8I,168,178,train,0
clapping,CdiV4mBjY1s,0,10,train,0
clapping,EBfJMEDQx6Y,5,15,train,0
clapping,FUfCNLR-nhg,61,71,train,0
clapping,gw9JXBsCGGw,5,15,train,0
clapping,hiTpfQQt8fc,4,14,train,0
clapping,Ir7HJDMwXuc,9,19,train,0
clapping,udahFEPWhxo,21,31,train,0
clapping,VbdQm99YdAQ,117,127,train,0
clapping,XNXAiH9AzxY,4,14,train,0
clapping,xxanAhq6aM4,807,817,train,0
clapping,Y0WSu1lttyQ,5,15,train,0
clapping,YOLy36MvU7I,99,109,train,0
clapping,Z1Cv6vXUY4k,16,26,train,0
clapping,ZzS7-2Nb0yw,124,134,train,0
"clay pottery making",7jqKfv-VO3c,3,13,train,0
"clay pottery making",96TYRGyVwMs,14,24,train,0
"clay pottery making",Gs-47FhROIs,89,99,train,0
"clay pottery making",HLC_VQ52MDY,155,165,train,0
"clay pottery making",J7pwK_4JBYo,36,46,train,0
"clay pottery making",KKlOA3EKgfY,4,14,train,0
"clay pottery making",MdtN1-D9R8M,37,47,train,0
"clay pottery making",Mqwe6c35FxE,11,21,train,0
"clay pottery making",mR3FCsq0X84,54,64,train,0
"clay pottery making",sFt0l91KbU4,0,10,train,0
"clay pottery making",Ze8OponWqTU,158,168,train,0
"clean and jerk",-NV9YSNlm7U,3,13,train,0
"clean and jerk",b6VAkh18iJM,7,17,train,0
"clean and jerk",FZFrwWA5dzo,1,11,train,0
"clean and jerk",HH5z-V87KPE,28,38,train,0
"clean and jerk",hIGbfna2BXQ,1,11,train,0
"clean and jerk",iCZz6zrxyow,0,10,train,0
"clean and jerk",lgcyYDxeqLE,6,16,train,0
"clean and jerk",royYROpq06k,6,16,train,0
"clean and jerk",shX5QvkBgLs,57,67,train,0
"clean and jerk",tFm3ld1skf4,5,15,train,0
"clean and jerk",tQrsv3UrUec,7,17,train,0
"clean and jerk",U1e3nXf9YOk,9,19,train,0
"clean and jerk",UWvLSua9A5w,4,14,train,0
"clean and jerk",wCmSHTFhaXI,0,10,train,0
"clean and jerk",x25OxJKVmOQ,188,198,train,0
"clean and jerk",y6sh2QzES3Y,9,19,train,0
"cleaning floor",-CKxGFN-5Zg,52,62,train,0
"cleaning floor",82OnYCt8s28,76,86,train,0
"cleaning floor",9excSeGk-KY,269,279,train,0
"cleaning floor",BIwmV1OCBdY,0,10,train,0
"cleaning floor",BMnUGlwDE94,0,10,train,0
"cleaning floor",B_lp9bZG09g,15,25,train,0
"cleaning floor",C-T3K8ot6NE,10,20,train,0
"cleaning floor",EwzuJwTePlY,10,20,train,0
"cleaning floor",G26s_A9s0FQ,10,20,train,0
"cleaning floor",GUfpoq2GKGY,20,30,train,0
"cleaning floor",HSOEKjxVlBw,0,10,train,0
"cleaning floor",Irhk3b5V_C0,86,96,train,0
"cleaning floor",iuoertczItI,64,74,train,0
"cleaning floor",Jga5Z_KiVys,14,24,train,0
"cleaning floor",lDD7Kru4oSU,79,89,train,0
"cleaning floor",McY0Cvsl4LQ,16,26,train,0
"cleaning floor",Nsxq9CE5wNE,81,91,train,0
"cleaning floor",o1y6mTRyzRQ,40,50,train,1
"cleaning floor",rOsDvk0NKJU,56,66,train,0
"cleaning floor",s2VDygJbg_E,27,37,train,0
"cleaning floor",sClFV7BYefo,36,46,train,0
"cleaning floor",TFV-r4acLnQ,49,59,train,0
"cleaning floor",w5GosAPyZWE,23,33,train,0
"cleaning floor",wFwKPVOFQgw,7,17,train,0
"cleaning floor",XLDDkU8ZTq4,96,106,train,0
"cleaning floor",YodIt83JyiU,15,25,train,0
"cleaning floor",yt22Lzl82R8,173,183,train,0
"cleaning floor",ZBuVFWXyS2Q,17,27,train,0
"cleaning floor",ZCC5TePvnns,169,179,train,0
"cleaning floor",zNjRZhKadX8,147,157,train,0
"cleaning gutters",1X9jtIh_8Oc,32,42,train,0
"cleaning gutters",4wnIiB4wn0Y,91,101,train,0
"cleaning gutters",5Qa7GzAEWCg,54,64,train,0
"cleaning gutters",9S_dZYLrelg,7,17,train,0
"cleaning gutters",9yjMthR5ShA,52,62,train,0
"cleaning gutters",Ebzhfgsb9uM,67,77,train,0
"cleaning gutters",NclCoFcg8Mw,6,16,train,0
"cleaning gutters",O7BBuht0990,98,108,train,0
"cleaning gutters",PCBxs1gokoE,11,21,train,0
"cleaning gutters",pM9KHPPo6oE,46,56,train,0
"cleaning gutters",rAWtPD6Du84,2,12,train,0
"cleaning gutters",RykanTCaCzI,151,161,train,0
"cleaning gutters",v2etRP_BmJg,124,134,train,0
"cleaning gutters",yE0bVpKoVXI,67,77,train,0
"cleaning gutters",yLclxXEBxjw,0,10,train,0
"cleaning pool",1scesQQaA9w,0,10,train,0
"cleaning pool",2cVRqST5xq8,1,11,train,0
"cleaning pool",2PT4NLXrijc,30,40,train,0
"cleaning pool",b21E2-IVRJ8,5,15,train,0
"cleaning pool",bMwQlXlIc0g,1,11,train,1
"cleaning pool",eioqBg0saRk,5,15,train,0
"cleaning pool",HTbI6GSjnoo,17,27,train,0
"cleaning pool",JDeDpBdoNPo,3,13,train,0
"cleaning pool",keDlk_lUzj8,65,75,train,0
"cleaning pool",nDb2O74tCMY,1,11,train,0
"cleaning pool",OBKINNrNZqs,5,15,train,0
"cleaning pool",pZ9NNW8lm2s,152,162,train,0
"cleaning pool",QqN_4GRL67s,96,106,train,0
"cleaning pool",ua_aJsNqWOM,23,33,train,0
"cleaning pool",VoM2Rli7VKo,3,13,train,0
"cleaning pool",xV377-Sx2qw,34,44,train,0
"cleaning pool",yt2Cn5m28Bk,174,184,train,0
"cleaning shoes",-M2Oj7aC7CM,210,220,train,0
"cleaning shoes",-u-Dv9_HzNg,93,103,train,0
"cleaning shoes",0zwDAJCnpxU,32,42,train,1
"cleaning shoes",3fbWuwhL-M0,1,11,train,0
"cleaning shoes",4BgxRG7aCDk,130,140,train,0
"cleaning shoes",4mQG-grCXxI,77,87,train,0
"cleaning shoes",7ceu78475pM,24,34,train,0
"cleaning shoes",b1HxQdc9K6g,27,37,train,0
"cleaning shoes",BYgCcmL8B5Y,52,62,train,0
"cleaning shoes",b_3Tw32u1UY,156,166,train,0
"cleaning shoes",C3-IfajA_80,232,242,train,0
"cleaning shoes",C3L2jta-uu4,25,35,train,0
"cleaning shoes",CC8WTs85qMk,19,29,train,0
"cleaning shoes",D88UwRpsSj0,15,25,train,0
"cleaning shoes",D9iwtEHx8M0,63,73,train,0
"cleaning shoes",dYXP4hGDaSU,436,446,train,0
"cleaning shoes",eynLl9r4C1c,58,68,train,0
"cleaning shoes",FoiaN3Couuk,218,228,train,0
"cleaning shoes",G9q3dika0XQ,66,76,train,0
"cleaning shoes",iA8vbj26uwU,267,277,train,0
"cleaning shoes",iRt1hR-DZEo,302,312,train,0
"cleaning shoes",iV2hB3_g934,4,14,train,0
"cleaning shoes",KlX_nuwnmc4,169,179,train,0
"cleaning shoes",l0VwZai4w0E,6,16,train,0
"cleaning shoes",Lg9d0s-q1pE,14,24,train,0
"cleaning shoes",lNae5L-JPTk,79,89,train,0
"cleaning shoes",MCubvmwsqbs,277,287,train,0
"cleaning shoes",Ng9jIH0GeZU,400,410,train,0
"cleaning shoes",nxzzt_zxo7M,156,166,train,0
"cleaning shoes",nYfyGr2Qq9g,152,162,train,0
"cleaning shoes",OCTUB72cdQM,155,165,train,0
"cleaning shoes",oNbn0cyB5bg,0,10,train,0
"cleaning shoes",pNV5s9NTWNY,168,178,train,0
"cleaning shoes",q084nUwgWUI,67,77,train,0
"cleaning shoes",QEXiqb2aEwY,200,210,train,0
"cleaning shoes",rTdLO3zXnhM,315,325,train,0
"cleaning shoes",rTUMuZAITPg,273,283,train,0
"cleaning shoes",S0UhyMwdHjQ,234,244,train,0
"cleaning shoes",T4WmwmX9hwk,318,328,train,0
"cleaning shoes",tKC3otn2BRc,264,274,train,0
"cleaning shoes",u29uOA8mnVQ,97,107,train,0
"cleaning shoes",u5NbrH5JpXA,116,126,train,0
"cleaning shoes",Uv13-Vtkp08,229,239,train,0
"cleaning shoes",VSsQSlPVPjQ,183,193,train,0
"cleaning shoes",WIPO-82YbCw,0,10,train,0
"cleaning shoes",x5ljKsZz0t0,286,296,train,0
"cleaning shoes",xwpfAn3iLv4,85,95,train,0
"cleaning shoes",X_7xBR3YdoM,12,22,train,0
"cleaning shoes",YFfGrMBga3Y,33,43,train,0
"cleaning shoes",zRjmbOFRATM,103,113,train,0
"cleaning shoes",_zY9FYWEcw4,1,11,train,0
"cleaning toilet",1CZYr9YnleE,11,21,train,0
"cleaning toilet",1_9dYHMF_Lk,40,50,train,0
"cleaning toilet",5dSUPEPDQ7Q,12,22,train,0
"cleaning toilet",6ovoAT_2Iz0,3,13,train,0
"cleaning toilet",6Rr710T3sds,235,245,train,0
"cleaning toilet",7Ulej51IP0o,98,108,train,0
"cleaning toilet",ef2mAsT3NCM,3,13,train,0
"cleaning toilet",FzE96okSuyc,6,16,train,0
"cleaning toilet",g2q7tb2tHPs,6,16,train,0
"cleaning toilet",Gc1mEKoygQc,28,38,train,0
"cleaning toilet",I9bSIqhPo9w,14,24,train,0
"cleaning toilet",jtbI8X6-_5o,23,33,train,0
"cleaning toilet",kI6DZiHaoPI,29,39,train,0
"cleaning toilet",nIX-DSGXLHA,3,13,train,0
"cleaning toilet",o3eDPkxAR8A,49,59,train,0
"cleaning toilet",RIAfJ7EGKvs,107,117,train,0
"cleaning toilet",rjuaAKzt9Tk,45,55,train,0
"cleaning toilet",tHYxWidXHUE,76,86,train,0
"cleaning toilet",XPCx9J6tROk,89,99,train,0
"cleaning toilet",yVJ1vAkVA-0,21,31,train,0
"cleaning toilet",yYyFqO78Ktc,30,40,train,1
"cleaning toilet",ZzorZD3Vtpk,1,11,train,0
"cleaning windows",3Yh_bWv4IVk,23,33,train,0
"cleaning windows",9A0BwCxAKAg,163,173,train,0
"cleaning windows",aUjik8SBa1I,26,36,train,0
"cleaning windows",DdAJFH-EP7c,1,11,train,0
"cleaning windows",gYzZHe8gBY4,24,34,train,0
"cleaning windows",Hok6sn5Mwz4,0,10,train,0
"cleaning windows",JkfGu-v6uRk,19,29,train,0
"cleaning windows",L-B5pPbOwQY,32,42,train,0
"cleaning windows",OxuW8Ju-gPU,2,12,train,0
"cleaning windows",v1QvwgVm4Xw,4,14,train,0
"cleaning windows",v4woZuXIiNY,29,39,train,0
"cleaning windows",v8CXT3QI4hk,51,61,train,0
"cleaning windows",vz63ha9MeV0,45,55,train,0
"cleaning windows",w2-yVvexP6g,43,53,train,0
"cleaning windows",W7UDyyFOuZ0,1,11,train,0
"cleaning windows",wyjHQCJGplg,46,56,train,0
"cleaning windows",ythmhJQoXCA,33,43,train,0
"cleaning windows",YVSD611Zpvo,42,52,train,0
"cleaning windows",zOCXOhlQu5s,0,10,train,0
"cleaning windows",ZRLteH-EJSU,15,25,train,0
"climbing a rope",bNzomDOAsgA,63,73,train,0
"climbing a rope",f3nrGn1aMyQ,7,17,train,0
"climbing a rope",F8DV5l1vtmM,3,13,train,0
"climbing a rope",FVqiP8fOHxI,99,109,train,0
"climbing a rope",M0EPDWI4hPo,11,21,train,0
"climbing a rope",pGO23Pe5Hjw,9,19,train,0
"climbing a rope",Skq3SDM53Uc,19,29,train,0
"climbing a rope",VoljqGyWtDw,0,10,train,0
"climbing ladder",068MzBjBBfE,53,63,train,0
"climbing ladder",B1-N7V457NM,0,10,train,0
"climbing ladder",c-Mvzlq949Y,4,14,train,0
"climbing ladder",DbzW-mtK8g8,3,13,train,0
"climbing ladder",j-YxgbOYM-M,30,40,train,0
"climbing ladder",N5ZB0mLqT1s,47,57,train,0
"climbing ladder",pfVN3IDH1OI,69,79,train,0
"climbing ladder",PlqJnyTiLjU,75,85,train,0
"climbing ladder",Z5EWQUQ7bfQ,99,109,train,0
"climbing tree",0uFDrVjCYeA,21,31,train,0
"climbing tree",1H9gjqP54YQ,49,59,train,0
"climbing tree",1PWuHebgC10,13,23,train,0
"climbing tree",3Gaag1GIBpo,2,12,train,0
"climbing tree",5Hu_vBdPT1M,48,58,train,0
"climbing tree",8K67_loTcdk,33,43,train,0
"climbing tree",8_xOts2MP2M,353,363,train,0
"climbing tree",9CYWbl3lGo8,0,10,train,0
"climbing tree",9G4E6wP7lIY,17,27,train,0
"climbing tree",9hvkB5E5l-8,0,10,train,0
"climbing tree",aUGIwyaOsik,1,11,train,0
"climbing tree",dqJ5lzNOrGQ,9,19,train,0
"climbing tree",FkqFZJoKxCc,7,17,train,0
"climbing tree",FUHv0NFbYhA,14,24,train,0
"climbing tree",g9qzmn2De0E,22,32,train,0
"climbing tree",GjzPaOPoAg4,94,104,train,0
"climbing tree",h3KeJpwC-Jo,11,21,train,0
"climbing tree",hN-zZydX6X4,40,50,train,0
"climbing tree",IAkw4mKRN_o,107,117,train,0
"climbing tree",iHTYTyvxh-w,28,38,train,0
"climbing tree",JGm0eK7_21M,46,56,train,0
"climbing tree",JLzCkZVTfmE,64,74,train,0
"climbing tree",JQLORoigr48,121,131,train,0
"climbing tree",jULlvxqqnAQ,20,30,train,0
"climbing tree",kA63YAUd_Kw,31,41,train,0
"climbing tree",KbkyUov7T04,16,26,train,0
"climbing tree",ke5EQI941R4,0,10,train,0
"climbing tree",kFuAyc4iRZ8,137,147,train,0
"climbing tree",Kv40rGP_KSA,6,16,train,0
"climbing tree",mO0xry1Jt5A,1,11,train,0
"climbing tree",mpLEbDptq3U,212,222,train,0
"climbing tree",MWfsULQwwgk,106,116,train,0
"climbing tree",ndPBHLhYVCw,10,20,train,0
"climbing tree",nyQNzDVSS_g,31,41,train,0
"climbing tree",o0bYJDL-9hs,41,51,train,0
"climbing tree",OEP4cpSsimA,107,117,train,0
"climbing tree",pJxWQXFIixg,79,89,train,0
"climbing tree",pwMmc-9EQmk,10,20,train,0
"climbing tree",qd59F-4dhRw,37,47,train,0
"climbing tree",RC0KAgUsU_w,31,41,train,0
"climbing tree",Rr7vchnMHM0,116,126,train,0
"climbing tree",rUuygpK8pMI,69,79,train,0
"climbing tree",T8ivIAmZv04,4,14,train,0
"climbing tree",TS0a-jqG1LE,2,12,train,0
"climbing tree",UQFQTkyckcw,21,31,train,0
"climbing tree",U_vYW90hFds,42,52,train,0
"climbing tree",vF4RxBagIso,0,10,train,0
"climbing tree",W3KJU8KLNBA,1,11,train,0
"climbing tree",WGy0eRxZqYw,21,31,train,0
"climbing tree",xeQljo0XQHg,244,254,train,0
"climbing tree",xKzE6600Pts,221,231,train,0
"climbing tree",XL-Mhe5FKGU,0,10,train,0
"climbing tree",YFihTOEmNFk,180,190,train,0
"contact juggling",2beACO7cF6Y,169,179,train,0
"contact juggling",3mHUtFLv5qU,13,23,train,0
"contact juggling",4TNx-zRmLko,23,33,train,0
"contact juggling",7V0AJTKCXiI,4,14,train,0
"contact juggling",8etoetnyG0g,88,98,train,0
"contact juggling",eNaveDnMRYc,33,43,train,0
"contact juggling",H1oTYhGfAlo,11,21,train,0
"contact juggling",h7Yin-HoPzo,183,193,train,0
"contact juggling",hZ3mABCHAYM,248,258,train,0
"contact juggling",J0BQfiYGEwc,4,14,train,0
"contact juggling",JOG03mT2MHc,265,275,train,0
"contact juggling",klyy0Gu_5co,39,49,train,0
"contact juggling",kzp7Os5eLog,80,90,train,0
"contact juggling",LEUF_UKA9HY,25,35,train,0
"contact juggling",Mfw4gdB3lps,308,318,train,0
"contact juggling",OBXGmOaKIq4,14,24,train,0
"contact juggling",Ofojn81DXpc,202,212,train,0
"contact juggling",qSxbODEalws,16,26,train,0
"contact juggling",s3Tan5D-OKk,153,163,train,0
"contact juggling",X8Byw_D7TvY,40,50,train,0
"contact juggling",yfsWUeS6u9o,1,11,train,0
"contact juggling",yij9a4ApRws,96,106,train,0
"contact juggling",zpJoqADzN2I,89,99,train,0
"contact juggling",ZytbxZKspTU,22,32,train,0
"cooking chicken",-ChkoSOVpNg,14,24,train,0
"cooking chicken",1gMENLymY14,233,243,train,0
"cooking chicken",20chDqCuGpw,456,466,train,0
"cooking chicken",25ze0A3NqTI,19,29,train,1
"cooking chicken",4occ0cRztSE,66,76,train,0
"cooking chicken",66DdFPraH_4,107,117,train,0
"cooking chicken",7Yqqg5uA3yo,114,124,train,1
"cooking chicken",8AQNzvajUjg,78,88,train,0
"cooking chicken",a8ofttMuNgk,183,193,train,0
"cooking chicken",BSOYvQ1A7_s,27,37,train,0
"cooking chicken",B_bvVocWRi4,189,199,train,0
"cooking chicken",Ej26Nr_cVmk,34,44,train,0
"cooking chicken",evCbi74DuEk,57,67,train,0
"cooking chicken",EW4r-JkF4wE,74,84,train,0
"cooking chicken",g8X2XeAiEuo,58,68,train,0
"cooking chicken",gITwZFUc7G8,127,137,train,0
"cooking chicken",griVQLbhFtM,172,182,train,0
"cooking chicken",hingT1qnzZk,252,262,train,0
"cooking chicken",holNCpltSig,740,750,train,0
"cooking chicken",HozmNUv-j7U,59,69,train,0
"cooking chicken",J9z471DdfH8,303,313,train,0
"cooking chicken",JD3bQMz1ZQk,300,310,train,0
"cooking chicken",kmeyGvohwlM,766,776,train,0
"cooking chicken",krdup76ntXY,134,144,train,1
"cooking chicken",LcLuJZVT85w,175,185,train,0
"cooking chicken",lo6h4OfUMy0,1,11,train,0
"cooking chicken",m-VAVT-rPPk,4,14,train,0
"cooking chicken",mX85ej_zcQc,83,93,train,0
"cooking chicken",nIWJKE8JphU,57,67,train,0
"cooking chicken",nJ01gvHd5jM,2066,2076,train,0
"cooking chicken",nnJ3wOXyPZk,31,41,train,0
"cooking chicken",NS6dQjL58_4,104,114,train,0
"cooking chicken",NYCMjRWTBlc,182,192,train,0
"cooking chicken",oFtRwxGsjek,112,122,train,0
"cooking chicken",oua9VYXI_b4,128,138,train,0
"cooking chicken",P1p6rXHHgzE,759,769,train,0
"cooking chicken",POxA8CfeRVk,7,17,train,0
"cooking chicken",q-lTAuHkjfQ,469,479,train,0
"cooking chicken",qGUXXvE8rNc,1052,1062,train,0
"cooking chicken",qU4nSfNi7CU,149,159,train,0
"cooking chicken",QyZz8QdZU-w,293,303,train,0
"cooking chicken",R4_9stUpKdQ,353,363,train,0
"cooking chicken",RdymYtmQh9s,509,519,train,0
"cooking chicken",rZJblHqQzzY,223,233,train,0
"cooking chicken",SXc67zU-QMk,146,156,train,0
"cooking chicken",S_GCNrHBrgQ,355,365,train,0
"cooking chicken",tsm0o_hpMp0,61,71,train,0
"cooking chicken",TZh5AoiGDJc,37,47,train,1
"cooking chicken",u2uDGltK28E,1204,1214,train,0
"cooking chicken",udmN_mPvqC4,1971,1981,train,0
"cooking chicken",uwYEkMkgmBc,157,167,train,0
"cooking chicken",W32g7da_rBw,63,73,train,0
"cooking chicken",WcoiRezVQj0,773,783,train,1
"cooking chicken",wCQw5OkC4Xs,358,368,train,0
"cooking chicken",X8VbIC3g7cw,54,64,train,0
"cooking chicken",_dZmEcPS0no,123,133,train,0
"cooking chicken",_JS6bx4M2qM,233,243,train,0
"cooking egg",0EIRf8Y6nfI,102,112,train,0
"cooking egg",2GjVwLP1VXE,396,406,train,0
"cooking egg",2NJ-D6EqcOI,0,10,train,0
"cooking egg",2T-O7apS96c,169,179,train,0
"cooking egg",B7xIVtUnUvw,5,15,train,0
"cooking egg",cMEtbAWlaks,181,191,train,0
"cooking egg",DmGS3V_gJyY,220,230,train,0
"cooking egg",dOjmaSELHW8,55,65,train,0
"cooking egg",f-MgL9lrLY4,93,103,train,0
"cooking egg",Fb96lHZgIqo,69,79,train,0
"cooking egg",JtzmB9_Jbws,120,130,train,0
"cooking egg",K2bxls9LvwE,0,10,train,0
"cooking egg",lF8RNya_2yo,108,118,train,0
"cooking egg",O7G3K3WD568,254,264,train,0
"cooking egg",P0l85qjVI1s,70,80,train,0
"cooking egg",p1mGDiEbni4,203,213,train,0
"cooking egg",P57M2k4c8xI,107,117,train,0
"cooking egg",PGPzZWo24Nc,507,517,train,0
"cooking egg",PqWEzmyibY0,112,122,train,0
"cooking egg",QB7-J7wCtX4,58,68,train,0
"cooking egg",Queg4FyMwHM,186,196,train,0
"cooking egg",sAi8Q_G4aQU,96,106,train,0
"cooking egg",SUHu1R4752k,329,339,train,0
"cooking egg",syhW_WU7btU,107,117,train,0
"cooking egg",T9fMs9q3PXE,28,38,train,0
"cooking egg",tsapoU_iiGw,2,12,train,0
"cooking egg",Uh6zVcpj_E8,0,10,train,0
"cooking egg",vlMsaMGMdJs,281,291,train,1
"cooking egg",wUZk-uEef20,329,339,train,1
"cooking egg",yY1bqfXj9lI,289,299,train,0
"cooking egg",zYYoQV9UnNw,1594,1604,train,0
"cooking on campfire",3kk6-41oQ_o,320,330,train,0
"cooking on campfire",be7bGSQMTNc,377,387,train,0
"cooking on campfire",FYE11CSUaWY,34,44,train,0
"cooking on campfire",hle4D70_Eng,2,12,train,0
"cooking on campfire",ZXUhOR8veuc,448,458,train,0
"cooking sausages",-w-u_dHuDtM,47,57,train,0
"cooking sausages",6dXOjPfksa8,1,11,train,0
"cooking sausages",8EM2n-l5fEU,224,234,train,0
"cooking sausages",9GJgwRpG-mg,218,228,train,0
"cooking sausages",9U8ks18OEgs,105,115,train,0
"cooking sausages",A-jkshTeFAg,9,19,train,0
"cooking sausages",F5v0PrMlKQ8,8,18,train,0
"cooking sausages",FoeU8Esa9AI,343,353,train,0
"cooking sausages",ibDu3JHq37A,80,90,train,0
"cooking sausages",jmZbCV2b5iE,11,21,train,0
"cooking sausages",j_xbwIdxRF8,369,379,train,0
"cooking sausages",KCjog8Ib6yc,23,33,train,0
"cooking sausages",njviBH-8fiU,62,72,train,0
"cooking sausages",NqZF-doUHn0,27,37,train,0
